Id,Weekly_Sales
205,9886.03092787239
206,9886.03092787239
207,11251.626679546234
208,11251.626679546234
209,11251.626679546234
210,11251.626679546234
211,11251.626679546234
212,11251.626679546234
213,11251.626679546234
214,11251.626679546234
215,11251.626679546234
216,11251.626679546234
217,11251.626679546234
218,11251.626679546234
219,11251.626679546234
220,11251.626679546234
221,12595.944423782325
222,12595.944423782325
223,12595.944423782325
224,12595.944423782325
225,12595.944423782325
226,12595.944423782325
227,12595.944423782325
228,12595.944423782325
229,12595.944423782325
230,12595.944423782325
231,12595.944423782325
232,12595.944423782325
233,12595.944423782325
234,21456.07352179748
235,17602.646901324202
236,14219.55929324318
237,14667.1611475866
238,5070.036705031297
239,5070.036705031297
240,5070.036705031297
241,5070.036705031297
242,8524.790613825036
243,8524.790613825036
244,8524.790613825036
245,8524.790613825036
246,10537.521416079417
247,10537.521416079417
248,10537.521416079417
249,10537.521416079417
250,10537.521416079417
251,10537.521416079417
252,10537.521416079417
253,10537.521416079417
254,10537.521416079417
255,10537.521416079417
256,10537.521416079417
257,10537.521416079417
258,10537.521416079417
259,10537.521416079417
260,11881.839160315501
261,11881.839160315501
262,11881.839160315501
263,11881.839160315501
264,11881.839160315501
265,11881.839160315501
266,11881.839160315501
267,11881.839160315501
268,11881.839160315501
269,11881.839160315501
270,11881.839160315501
271,11881.839160315501
272,11881.839160315501
273,39253.03571753602
274,29944.17505420313
275,27630.383037617565
276,27951.6907247762
277,9787.006972453813
278,9787.006972453813
279,9787.006972453813
280,9787.006972453813
281,10754.085383354191
282,10754.085383354191
283,10754.085383354191
284,10754.085383354191
285,10658.887254553334
286,10658.887254553334
287,10658.887254553334
288,10658.887254553334
289,10658.887254553334
290,10658.887254553334
291,10658.887254553334
292,10658.887254553334
293,10658.887254553334
294,10658.887254553334
295,10658.887254553334
296,10658.887254553334
297,10658.887254553334
298,10658.887254553334
299,12003.20499878942
300,12003.20499878942
301,12003.20499878942
302,12003.20499878942
303,12003.20499878942
304,12003.20499878942
305,12003.20499878942
306,12003.20499878942
307,12003.20499878942
308,12003.20499878942
309,12003.20499878942
310,12003.20499878942
311,12003.20499878942
312,37716.30669991146
313,27622.5350347113
314,25230.973271663162
315,24699.827628508596
316,8027.363873790984
317,8027.363873790984
318,8027.363873790984
319,8027.363873790984
320,9886.518281330329
321,9886.518281330329
322,9886.518281330329
323,9886.518281330329
324,10537.521416079417
325,10537.521416079417
326,10537.521416079417
327,10537.521416079417
328,10537.521416079417
329,10537.521416079417
330,10537.521416079417
331,10537.521416079417
332,10537.521416079417
333,10537.521416079417
334,10537.521416079417
335,10537.521416079417
336,10537.521416079417
337,10537.521416079417
338,11881.839160315501
339,11881.839160315501
340,11881.839160315501
341,11881.839160315501
342,11881.839160315501
343,11881.839160315501
344,11881.839160315501
345,11954.0974046269
346,11954.0974046269
347,11954.0974046269
348,11954.0974046269
349,11954.0974046269
350,11954.0974046269
351,28832.262485025443
352,21364.045756563788
353,19087.124363987874
354,17135.539368201742
355,5632.73148180952
356,5632.73148180952
357,5632.73148180952
358,5632.73148180952
359,8524.790613825036
360,8597.048858136433
361,8597.048858136433
362,8597.048858136433
363,10609.77966039081
364,10609.77966039081
365,10609.77966039081
366,10609.77966039081
367,10609.77966039081
368,10609.77966039081
369,10537.521416079417
370,10537.521416079417
371,10537.521416079417
372,10537.521416079417
373,10537.521416079417
374,10537.521416079417
375,10537.521416079417
376,10537.521416079417
377,11881.839160315501
378,11881.839160315501
379,11881.839160315501
380,11881.839160315501
381,11881.839160315501
382,11881.839160315501
383,11881.839160315501
384,11881.839160315501
385,11881.839160315501
386,11881.839160315501
387,11881.839160315501
388,11881.839160315501
389,11881.839160315501
390,21632.188718949175
391,17712.44137167128
392,13593.12335347811
393,15242.440227048326
394,5397.425492309699
395,5397.425492309699
396,5070.036705031297
397,5397.425492309699
398,8524.790613825036
399,8524.790613825036
400,8524.790613825036
401,8524.790613825036
402,10537.521416079417
403,10537.521416079417
404,10537.521416079417
405,10537.521416079417
406,10537.521416079417
407,10537.521416079417
408,10537.521416079417
409,10537.521416079417
410,10537.521416079417
411,10537.521416079417
412,10537.521416079417
413,10537.521416079417
414,10537.521416079417
415,10537.521416079417
416,11881.839160315501
417,11881.839160315501
418,11881.839160315501
419,11881.839160315501
420,11881.839160315501
421,11881.839160315501
422,11881.839160315501
423,11881.839160315501
424,11881.839160315501
425,11881.839160315501
426,11881.839160315501
427,11881.839160315501
428,11881.839160315501
429,9890.127338401053
430,7498.442006763361
431,6449.509801179885
432,6109.71908135941
433,3390.1332964043854
434,3390.1332964043854
435,3390.1332964043854
436,3390.1332964043854
437,9241.328712912948
438,9241.328712912948
439,9241.328712912948
440,9241.328712912948
441,10994.395411395084
442,10994.395411395084
443,10994.395411395084
444,10994.395411395084
445,10994.395411395084
446,10994.395411395084
447,10994.395411395084
448,10994.395411395084
449,10994.395411395084
450,10994.395411395084
451,10994.395411395084
452,10994.395411395084
453,10994.395411395084
454,10994.395411395084
455,12338.713155631174
456,12338.713155631174
457,12338.713155631174
458,12338.713155631174
459,12338.713155631174
460,12338.713155631174
461,12338.713155631174
462,12338.713155631174
463,12338.713155631174
464,12338.713155631174
465,12338.713155631174
466,12338.713155631174
467,12338.713155631174
468,39009.56744188602
469,30466.35920234026
470,27932.845047684168
471,27290.29310861023
472,9787.006972453813
473,9787.006972453813
474,9787.006972453813
475,9787.006972453813
476,10754.085383354191
477,10754.085383354191
478,10754.085383354191
479,10754.085383354191
480,10658.887254553334
481,10658.887254553334
482,10658.887254553334
483,10658.887254553334
484,10658.887254553334
485,10658.887254553334
486,10658.887254553334
487,10658.887254553334
488,10658.887254553334
489,10658.887254553334
490,10658.887254553334
491,10658.887254553334
492,10658.887254553334
493,10658.887254553334
494,12003.20499878942
495,12003.20499878942
496,12003.20499878942
497,12003.20499878942
498,12003.20499878942
499,12003.20499878942
500,12003.20499878942
501,12003.20499878942
502,12003.20499878942
503,12003.20499878942
504,12003.20499878942
505,12003.20499878942
506,12003.20499878942
507,12098.740843534244
508,8518.940854666276
509,7124.019430902202
510,7537.297101655439
511,3835.523678853443
512,3590.6868381782606
513,3835.523678853443
514,3835.523678853443
515,8347.499753741065
516,8337.485426729485
517,8337.485426729485
518,8929.517313370608
519,10537.521416079417
520,10537.521416079417
521,10537.521416079417
522,10537.521416079417
523,10537.521416079417
524,10537.521416079417
525,10537.521416079417
526,10537.521416079417
527,10537.521416079417
528,10537.521416079417
529,10537.521416079417
530,10537.521416079417
531,10537.521416079417
532,10537.521416079417
533,11881.839160315501
534,11881.839160315501
535,11881.839160315501
536,11881.839160315501
537,11881.839160315501
538,11881.839160315501
539,11881.839160315501
540,11881.839160315501
541,11881.839160315501
542,11881.839160315501
543,11881.839160315501
544,11881.839160315501
545,11881.839160315501
546,10846.308143045973
547,7655.240682614359
548,6980.1799043938045
549,7437.999344286665
550,4012.8145389374126
551,3669.8648051742975
552,3521.097930150005
553,3404.994254499328
554,9106.808173454578
555,9106.808173454578
556,9106.808173454578
557,9106.808173454578
558,10537.521416079417
559,10537.521416079417
560,10537.521416079417
561,10537.521416079417
562,10537.521416079417
563,10609.77966039081
564,10609.77966039081
565,10609.77966039081
566,10537.521416079417
567,10537.521416079417
568,10537.521416079417
569,10537.521416079417
570,10537.521416079417
571,10537.521416079417
572,11881.839160315501
573,11881.839160315501
574,11881.839160315501
575,11881.839160315501
576,11881.839160315501
577,11881.839160315501
578,11881.839160315501
579,11881.839160315501
580,11881.839160315501
581,11881.839160315501
582,11881.839160315501
583,11881.839160315501
584,11881.839160315501
585,8051.580526362786
586,6310.990071503784
587,5336.44770537255
588,5178.133353603274
589,2986.6233787186266
590,2986.6233787186266
591,2986.6233787186266
592,2986.6233787186266
593,8952.54781374519
594,8952.54781374519
595,8952.54781374519
596,8952.54781374519
597,10994.395411395084
598,10994.395411395084
599,10994.395411395084
600,10994.395411395084
601,10994.395411395084
602,10994.395411395084
603,10994.395411395084
604,10994.395411395084
605,10994.395411395084
606,10994.395411395084
607,10994.395411395084
608,10994.395411395084
609,10994.395411395084
610,10994.395411395084
611,12338.713155631174
612,12338.713155631174
613,12338.713155631174
614,12338.713155631174
615,12338.713155631174
616,12338.713155631174
617,12338.713155631174
618,12338.713155631174
619,12338.713155631174
620,12338.713155631174
621,12338.713155631174
622,12338.713155631174
623,12338.713155631174
624,13199.198050031064
625,8024.753830583947
626,8176.719009733887
627,7502.377916814073
628,2995.5172362491107
629,2995.5172362491107
630,3351.419807928736
631,3284.6903600997025
632,9176.713861566557
633,8226.291366619196
634,7980.434421276518
635,7980.434421276518
636,11180.173791889958
637,11180.173791889958
638,11180.173791889958
639,11251.626679546234
640,11251.626679546234
641,11251.626679546234
642,11251.626679546234
643,11251.626679546234
644,11251.626679546234
645,11251.626679546234
646,11251.626679546234
647,11251.626679546234
648,11251.626679546234
649,11251.626679546234
650,12595.944423782325
651,12595.944423782325
652,12595.944423782325
653,12595.944423782325
654,12595.944423782325
655,12595.944423782325
656,1372.2965784860169
657,1217.5257116893774
658,1170.1522608147495
659,1224.311768438908
660,3461.660867042714
661,3461.660867042714
662,3461.660867042714
663,3504.4026301594813
664,9762.649939128389
665,9762.649939128389
666,9762.649939128389
667,9762.649939128389
668,11180.173791889958
669,11180.173791889958
670,11180.173791889958
671,11180.173791889958
672,11180.173791889958
673,11180.173791889958
674,11180.173791889958
675,11180.173791889958
676,11180.173791889958
677,11180.173791889958
678,11180.173791889958
679,11180.173791889958
680,11180.173791889958
681,11180.173791889958
682,12595.944423782325
683,12595.944423782325
684,12595.944423782325
685,12595.944423782325
686,12595.944423782325
687,12595.944423782325
688,12595.944423782325
689,12595.944423782325
690,12595.944423782325
691,12595.944423782325
692,12595.944423782325
693,12595.944423782325
694,12595.944423782325
695,3385.7165169842724
696,2725.9640184857344
697,2376.659398052535
698,2208.7870233873477
699,3822.1430837944913
700,3822.1430837944913
701,3822.1430837944913
702,3792.0573272748506
703,9886.03092787239
704,9886.03092787239
705,9886.03092787239
706,9886.03092787239
707,11251.626679546234
708,11251.626679546234
709,11251.626679546234
710,11251.626679546234
711,11251.626679546234
712,11251.626679546234
713,11251.626679546234
714,11251.626679546234
715,11251.626679546234
716,11251.626679546234
717,11251.626679546234
718,11251.626679546234
719,11251.626679546234
720,11251.626679546234
721,12595.944423782325
722,12595.944423782325
723,12595.944423782325
724,12595.944423782325
725,12595.944423782325
726,12595.944423782325
727,12595.944423782325
728,12595.944423782325
729,12595.944423782325
730,12595.944423782325
731,12595.944423782325
732,12595.944423782325
733,12595.944423782325
734,7997.363228320259
735,6249.5776568986175
736,5302.237435671324
737,5143.923083902048
738,2952.4131090174005
739,2952.4131090174005
740,2952.4131090174005
741,2952.4131090174005
742,8952.54781374519
743,8952.54781374519
744,8952.54781374519
745,8952.54781374519
746,10994.395411395084
747,10994.395411395084
748,10994.395411395084
749,10994.395411395084
750,10994.395411395084
751,10994.395411395084
752,10994.395411395084
753,10994.395411395084
754,10994.395411395084
755,10994.395411395084
756,10994.395411395084
757,10994.395411395084
758,10994.395411395084
759,10994.395411395084
760,12338.713155631174
761,12338.713155631174
762,12338.713155631174
763,12338.713155631174
764,12338.713155631174
765,12338.713155631174
766,12338.713155631174
767,12338.713155631174
768,12338.713155631174
769,12338.713155631174
770,12338.713155631174
771,12338.713155631174
772,12338.713155631174
773,8157.046208262312
774,6236.481638902408
775,5302.237435671324
776,5143.923083902048
777,2952.4131090174005
778,2972.9346929150083
779,2952.4131090174005
780,2952.4131090174005
781,8952.54781374519
782,8952.54781374519
783,8952.54781374519
784,8952.54781374519
785,10994.395411395084
786,10994.395411395084
787,10994.395411395084
788,10994.395411395084
789,10994.395411395084
790,10994.395411395084
791,10994.395411395084
792,10994.395411395084
793,10994.395411395084
794,10994.395411395084
795,10994.395411395084
796,10994.395411395084
797,10994.395411395084
798,10994.395411395084
799,12338.713155631174
800,12338.713155631174
801,12338.713155631174
802,12338.713155631174
803,12338.713155631174
804,12338.713155631174
805,12338.713155631174
806,12338.713155631174
807,12338.713155631174
808,12338.713155631174
809,12338.713155631174
810,12338.713155631174
811,12338.713155631174
812,20430.009702490956
813,16200.826612905019
814,12680.39804631494
815,13986.85006284308
816,5070.036705031297
817,5070.036705031297
818,5070.036705031297
819,5070.036705031297
820,8524.790613825036
821,8524.790613825036
822,8524.790613825036
823,8524.790613825036
824,10537.521416079417
825,10537.521416079417
826,10537.521416079417
827,10537.521416079417
828,10537.521416079417
829,10537.521416079417
830,10537.521416079417
831,10537.521416079417
832,10537.521416079417
833,10537.521416079417
834,10537.521416079417
835,10537.521416079417
836,10537.521416079417
837,10537.521416079417
838,11881.839160315501
839,11881.839160315501
840,11881.839160315501
841,11881.839160315501
842,11881.839160315501
843,11881.839160315501
844,11881.839160315501
845,11881.839160315501
846,11881.839160315501
847,11881.839160315501
848,11881.839160315501
849,11881.839160315501
850,11881.839160315501
851,6949.479881637096
852,5635.155535063136
853,4623.192494705054
854,4618.541849286509
855,2736.742042249098
856,2736.742042249098
857,2653.3657136439565
858,2661.2033051966587
859,8873.570878512857
860,8873.570878512857
861,8873.570878512857
862,8873.570878512857
863,10877.03080883626
864,10877.03080883626
865,10877.03080883626
866,10877.03080883626
867,10877.03080883626
868,10877.03080883626
869,10877.03080883626
870,10877.03080883626
871,10877.03080883626
872,10877.03080883626
873,10877.03080883626
874,10877.03080883626
875,10877.03080883626
876,10877.03080883626
877,12221.34855307235
878,12221.34855307235
879,12221.34855307235
880,12221.34855307235
881,12221.34855307235
882,12221.34855307235
883,12221.34855307235
884,12221.34855307235
885,12338.713155631174
886,12338.713155631174
887,12338.713155631174
888,12338.713155631174
889,12338.713155631174
890,10687.342508626376
891,7661.062073623051
892,6415.842960071773
893,6499.641266151633
894,3295.9258617839937
895,3295.9258617839937
896,3390.1332964043854
897,3390.1332964043854
898,9241.328712912948
899,9241.328712912948
900,9241.328712912948
901,9241.328712912948
902,10994.395411395084
903,10994.395411395084
904,10994.395411395084
905,10994.395411395084
906,10994.395411395084
907,10994.395411395084
908,10994.395411395084
909,10994.395411395084
910,10994.395411395084
911,10994.395411395084
912,10994.395411395084
913,10994.395411395084
914,10994.395411395084
915,10994.395411395084
916,12338.713155631174
917,12338.713155631174
918,12338.713155631174
919,12338.713155631174
920,12338.713155631174
921,12338.713155631174
922,12338.713155631174
923,12338.713155631174
924,12338.713155631174
925,12338.713155631174
926,12338.713155631174
927,12338.713155631174
928,12338.713155631174
929,7888.2570190569695
930,6273.571846998127
931,4963.936050273873
932,4811.71637874733
933,2888.540934287343
934,2888.540934287343
935,2868.019350389735
936,2868.019350389735
937,8952.54781374519
938,8952.54781374519
939,8952.54781374519
940,8952.54781374519
941,10994.395411395084
942,10994.395411395084
943,10994.395411395084
944,10994.395411395084
945,10994.395411395084
946,10994.395411395084
947,10994.395411395084
948,10994.395411395084
949,10994.395411395084
950,10994.395411395084
951,10994.395411395084
952,10994.395411395084
953,10994.395411395084
954,10994.395411395084
955,12338.713155631174
956,12338.713155631174
957,12338.713155631174
958,12338.713155631174
959,12338.713155631174
960,12338.713155631174
961,12338.713155631174
962,12338.713155631174
963,12338.713155631174
964,12338.713155631174
965,12338.713155631174
966,12338.713155631174
967,12338.713155631174
968,1693.0099500484444
969,1434.6647866217431
970,1398.3325472275353
971,1332.4996485845134
972,3534.488386679122
973,3504.4026301594813
974,3504.4026301594813
975,3504.4026301594813
976,9762.649939128389
977,9762.649939128389
978,9762.649939128389
979,9762.649939128389
980,11180.173791889958
981,11180.173791889958
982,11180.173791889958
983,11180.173791889958
984,11180.173791889958
985,11180.173791889958
986,11180.173791889958
987,11180.173791889958
988,11180.173791889958
989,11180.173791889958
990,11180.173791889958
991,11180.173791889958
992,11180.173791889958
993,11180.173791889958
994,12595.944423782325
995,12595.944423782325
996,12595.944423782325
997,12595.944423782325
998,12595.944423782325
999,12595.944423782325
1000,12595.944423782325
1001,12595.944423782325
1002,12595.944423782325
1003,12595.944423782325
1004,12595.944423782325
1005,12595.944423782325
1006,12595.944423782325
1007,683.9473138673646
1008,620.7997452103077
1009,543.1773823036262
1010,491.0572431843271
1011,3168.363421993614
1012,3168.363421993614
1013,3168.363421993614
1014,3168.363421993614
1015,9707.52772142327
1016,9707.52772142327
1017,9707.52772142327
1018,9707.52772142327
1019,11180.173791889958
1020,11180.173791889958
1021,11180.173791889958
1022,11180.173791889958
1023,11180.173791889958
1024,11180.173791889958
1025,11180.173791889958
1026,11180.173791889958
1027,11180.173791889958
1028,11180.173791889958
1029,11180.173791889958
1030,11180.173791889958
1031,11180.173791889958
1032,11180.173791889958
1033,12595.944423782325
1034,12595.944423782325
1035,12595.944423782325
1036,12595.944423782325
1037,12595.944423782325
1038,12595.944423782325
1039,12595.944423782325
1040,12595.944423782325
1041,12595.944423782325
1042,12595.944423782325
1043,12595.944423782325
1044,12595.944423782325
1045,12595.944423782325
1046,4154.068420054372
1047,3184.8169374097924
1048,2747.516696532396
1049,2835.3137891861547
1050,3822.1430837944913
1051,3822.1430837944913
1052,3822.1430837944913
1053,3792.0573272748506
1054,9886.03092787239
1055,9886.03092787239
1056,9886.03092787239
1057,9886.03092787239
1058,11251.626679546234
1059,11251.626679546234
1060,11251.626679546234
1061,11251.626679546234
1062,11251.626679546234
1063,11251.626679546234
1064,11251.626679546234
1065,11251.626679546234
1066,11251.626679546234
1067,11251.626679546234
1068,11251.626679546234
1069,11251.626679546234
1070,11251.626679546234
1071,11251.626679546234
1072,12595.944423782325
1073,12595.944423782325
1074,12595.944423782325
1075,12595.944423782325
1076,12595.944423782325
1077,12595.944423782325
1078,12595.944423782325
1079,12595.944423782325
1080,12595.944423782325
1081,12595.944423782325
1082,12595.944423782325
1083,12595.944423782325
1084,12595.944423782325
1085,2772.219772013658
1086,2229.4372809126976
1087,2157.241742634721
1088,2151.848858834893
1089,3822.1430837944913
1090,3822.1430837944913
1091,3792.0573272748506
1092,3792.0573272748506
1093,9886.03092787239
1094,9886.03092787239
1095,9886.03092787239
1096,9886.03092787239
1097,11251.626679546234
1098,11251.626679546234
1099,11251.626679546234
1100,11251.626679546234
1101,11251.626679546234
1102,11251.626679546234
1103,11251.626679546234
1104,11251.626679546234
1105,11251.626679546234
1106,11251.626679546234
1107,11251.626679546234
1108,11251.626679546234
1109,11251.626679546234
1110,11251.626679546234
1111,12595.944423782325
1112,12595.944423782325
1113,12595.944423782325
1114,12595.944423782325
1115,12595.944423782325
1116,12595.944423782325
1117,12595.944423782325
1118,12595.944423782325
1119,12595.944423782325
1120,12595.944423782325
1121,12595.944423782325
1122,12595.944423782325
1123,12595.944423782325
1124,1652.6724614516993
1125,1214.049280617714
1126,1258.5958164663436
1127,1097.0277619180097
1128,3512.2630717747443
1129,3461.660867042714
1130,3482.1773152551036
1131,3461.660867042714
1132,9762.649939128389
1133,9762.649939128389
1134,9834.10282678466
1135,9762.649939128389
1136,11180.173791889958
1137,11180.173791889958
1138,11180.173791889958
1139,11180.173791889958
1140,11180.173791889958
1141,11180.173791889958
1142,11180.173791889958
1143,11180.173791889958
1144,11180.173791889958
1145,11180.173791889958
1146,11180.173791889958
1147,11180.173791889958
1148,11180.173791889958
1149,11180.173791889958
1150,12595.944423782325
1151,12595.944423782325
1152,12595.944423782325
1153,12595.944423782325
1154,12595.944423782325
1155,12595.944423782325
1156,12595.944423782325
1157,12595.944423782325
1158,12595.944423782325
1159,12595.944423782325
1160,12595.944423782325
1161,12595.944423782325
1162,12595.944423782325
1163,6118.941993169673
1164,5025.870245273123
1165,4872.787495180526
1166,4602.885880052979
1167,2872.1315399207683
1168,2805.776828960066
1169,2805.776828960066
1170,2757.652024773462
1171,8952.54781374519
1172,8952.54781374519
1173,8952.54781374519
1174,8952.54781374519
1175,10994.395411395084
1176,10994.395411395084
1177,10994.395411395084
1178,10994.395411395084
1179,10994.395411395084
1180,10994.395411395084
1181,10994.395411395084
1182,10994.395411395084
1183,10994.395411395084
1184,10994.395411395084
1185,10994.395411395084
1186,10994.395411395084
1187,10994.395411395084
1188,10994.395411395084
1189,12338.713155631174
1190,12338.713155631174
1191,12338.713155631174
1192,12338.713155631174
1193,12338.713155631174
1194,12338.713155631174
1195,12338.713155631174
1196,12338.713155631174
1197,12338.713155631174
1198,12338.713155631174
1199,12338.713155631174
1200,12338.713155631174
1201,12338.713155631174
1202,6189.6881603400825
1203,4988.878528979237
1204,4310.666606571183
1205,4405.494546721117
1206,2523.833518280107
1207,2549.8044338821906
1208,2653.3657136439565
1209,2631.6589606335865
1210,8873.570878512857
1211,8873.570878512857
1212,8873.570878512857
1213,8873.570878512857
1214,10877.03080883626
1215,10877.03080883626
1216,10877.03080883626
1217,10877.03080883626
1218,10877.03080883626
1219,10877.03080883626
1220,10877.03080883626
1221,10877.03080883626
1222,10877.03080883626
1223,10877.03080883626
1224,10877.03080883626
1225,10877.03080883626
1226,10877.03080883626
1227,10877.03080883626
1228,12221.34855307235
1229,12221.34855307235
1230,12221.34855307235
1231,12221.34855307235
1232,12221.34855307235
1233,12221.34855307235
1234,12338.713155631174
1235,12338.713155631174
1236,12338.713155631174
1237,12338.713155631174
1238,12338.713155631174
1239,12338.713155631174
1240,12338.713155631174
1241,10457.539607078468
1242,7833.518045602554
1243,6327.786407324442
1244,6419.490272247197
1245,3082.64079864203
1246,3082.64079864203
1247,3082.64079864203
1248,3390.1332964043854
1249,9241.328712912948
1250,9241.328712912948
1251,8784.45471759728
1252,8784.45471759728
1253,10537.521416079417
1254,10537.521416079417
1255,10537.521416079417
1256,10537.521416079417
1257,10537.521416079417
1258,10537.521416079417
1259,10537.521416079417
1260,10537.521416079417
1261,10537.521416079417
1262,10537.521416079417
1263,10537.521416079417
1264,10994.395411395084
1265,10994.395411395084
1266,10994.395411395084
1267,12338.713155631174
1268,12338.713155631174
1269,12338.713155631174
1270,12338.713155631174
1271,12338.713155631174
1272,12338.713155631174
1273,12338.713155631174
1274,12338.713155631174
1275,12338.713155631174
1276,12338.713155631174
1277,12338.713155631174
1278,12338.713155631174
1279,12338.713155631174
1280,1771.9630868533225
1281,1522.7933430219643
1282,1326.2079246541748
1283,1305.637352459669
1284,3559.806434986058
1285,3529.720678466417
1286,3507.4953635620395
1287,3507.4953635620395
1288,9762.649939128389
1289,9762.649939128389
1290,9762.649939128389
1291,9762.649939128389
1292,11180.173791889958
1293,11180.173791889958
1294,11180.173791889958
1295,11180.173791889958
1296,11180.173791889958
1297,11180.173791889958
1298,11180.173791889958
1299,11180.173791889958
1300,11180.173791889958
1301,11180.173791889958
1302,11180.173791889958
1303,11180.173791889958
1304,11180.173791889958
1305,11180.173791889958
1306,12595.944423782325
1307,12595.944423782325
1308,12595.944423782325
1309,12595.944423782325
1310,12595.944423782325
1311,12595.944423782325
1312,12595.944423782325
1313,12595.944423782325
1314,12595.944423782325
1315,12595.944423782325
1316,12595.944423782325
1317,12595.944423782325
1318,12595.944423782325
1319,1135.876636571505
1320,930.2002561225092
1321,736.7364780545049
1322,978.1961569203792
1323,3392.748616929472
1324,3392.748616929472
1325,3304.366068559217
1326,3428.313041024275
1327,9762.649939128389
1328,9762.649939128389
1329,9707.52772142327
1330,9762.649939128389
1331,11180.173791889958
1332,11180.173791889958
1333,11180.173791889958
1334,11180.173791889958
1335,11180.173791889958
1336,11180.173791889958
1337,11180.173791889958
1338,11180.173791889958
1339,11180.173791889958
1340,11180.173791889958
1341,11180.173791889958
1342,11180.173791889958
1343,11180.173791889958
1344,11180.173791889958
1345,12595.944423782325
1346,12595.944423782325
1347,12595.944423782325
1348,12595.944423782325
1349,12595.944423782325
1350,12595.944423782325
1351,12595.944423782325
1352,12595.944423782325
